INVS_YR,INVS_DSRT,INVS_AREA_NM,DNF_SRC_NM,QTMT_NM,IEM_NM,IEM_CNT,METER_PER_IEM_CNT,ADM_ZN_NM,QTMT_CD,IEM_CD,INVS_YMD,CST_NM,STR_LA,STR_LO,END_LA,END_LO
2022,1차,거제 두모,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,20220131,남해안,34.980383,128.694822,34.981023,128.695034
2022,1차,거제 두모,국내기인,플라스틱류,비닐봉지,9,0.45,경남,PL,PL_2_31,20220131,남해안,34.980383,128.694822,34.981023,128.695034
2022,1차,거제 두모,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",14,0.7,경남,PL,PL_2_32,20220131,남해안,34.980383,128.694822,34.981023,128.695034
2022,1차,거제 두모,국내기인,플라스틱류,필름형 풍선,12,0.6,경남,PL,PL_2_33,20220131,남해안,34.980383,128.694822,34.981023,128.695034
2022,1차,거제 두모,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",47,2.35,경남,PL,PL_2_25,20220131,남해안,34.980383,128.694822,34.981023,128.695034
2022,1차,거제 두모,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,20220131,남해안,34.980383,128.694822,34.981023,128.695034
2022,1차,거제 두모,국내기인,플라스틱류,낚싯줄,2,0.1,경남,PL,PL_2_27,20220131,남해안,34.980383,128.694822,34.981023,128.695034
2022,1차,거제 두모,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,20220131,남해안,34.980383,128.694822,34.981023,128.695034
2022,1차,고흥 신흥,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,20220131,남해안,34.584309,127.145063,34.586191,127.145855
2022,1차,고흥 신흥,국내기인,플라스틱류,비닐봉지,0,0,전남,PL,PL_2_31,20220131,남해안,34.584309,127.145063,34.586191,127.145855
2022,1차,고흥 신흥,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",12,0.6,전남,PL,PL_2_32,20220131,남해안,34.584309,127.145063,34.586191,127.145855
2022,1차,고흥 신흥,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,20220131,남해안,34.584309,127.145063,34.586191,127.145855
2022,1차,고흥 신흥,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",5,0.25,전남,PL,PL_2_25,20220131,남해안,34.584309,127.145063,34.586191,127.145855
2022,1차,고흥 신흥,국내기인,플라스틱류,그물,7,0.35,전남,PL,PL_2_26,20220131,남해안,34.584309,127.145063,34.586191,127.145855
2022,1차,고흥 신흥,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,20220131,남해안,34.584309,127.145063,34.586191,127.145855
2022,1차,고흥 신흥,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,20220131,남해안,34.584309,127.145063,34.586191,127.145855
2022,1차,고흥 염포,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,20220131,남해안,34.432709,127.49205,34.43324,127.49123
2022,1차,고흥 염포,국내기인,플라스틱류,비닐봉지,0,0,전남,PL,PL_2_31,20220131,남해안,34.432709,127.49205,34.43324,127.49123
2022,1차,고흥 염포,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",3,0.15,전남,PL,PL_2_32,20220131,남해안,34.432709,127.49205,34.43324,127.49123
2022,1차,고흥 염포,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,20220131,남해안,34.432709,127.49205,34.43324,127.49123
2022,1차,고흥 염포,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",4,0.2,전남,PL,PL_2_25,20220131,남해안,34.432709,127.49205,34.43324,127.49123
2022,1차,고흥 염포,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,20220131,남해안,34.432709,127.49205,34.43324,127.49123
2022,1차,고흥 염포,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,20220131,남해안,34.432709,127.49205,34.43324,127.49123
2022,1차,고흥 염포,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,20220131,남해안,34.432709,127.49205,34.43324,127.49123
2022,1차,남해 유구,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,20220131,남해안,34.74927,127.85085,34.748614,127.852069
2022,1차,남해 유구,국내기인,플라스틱류,비닐봉지,0,0,경남,PL,PL_2_31,20220131,남해안,34.74927,127.85085,34.748614,127.852069
2022,1차,남해 유구,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,경남,PL,PL_2_32,20220131,남해안,34.74927,127.85085,34.748614,127.852069
2022,1차,남해 유구,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,20220131,남해안,34.74927,127.85085,34.748614,127.852069
2022,1차,남해 유구,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",7,0.35,경남,PL,PL_2_25,20220131,남해안,34.74927,127.85085,34.748614,127.852069
2022,1차,남해 유구,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,20220131,남해안,34.74927,127.85085,34.748614,127.852069
2022,1차,남해 유구,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,20220131,남해안,34.74927,127.85085,34.748614,127.852069
2022,1차,남해 유구,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,20220131,남해안,34.74927,127.85085,34.748614,127.852069
2022,1차,마산 봉암,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,20220131,남해안,35.2154,128.623975,35.215688,128.623716
2022,1차,마산 봉암,국내기인,플라스틱류,비닐봉지,0,0,경남,PL,PL_2_31,20220131,남해안,35.2154,128.623975,35.215688,128.623716
2022,1차,마산 봉암,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",9,0.45,경남,PL,PL_2_32,20220131,남해안,35.2154,128.623975,35.215688,128.623716
2022,1차,마산 봉암,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,20220131,남해안,35.2154,128.623975,35.215688,128.623716
2022,1차,마산 봉암,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",0,0,경남,PL,PL_2_25,20220131,남해안,35.2154,128.623975,35.215688,128.623716
2022,1차,마산 봉암,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,20220131,남해안,35.2154,128.623975,35.215688,128.623716
2022,1차,마산 봉암,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,20220131,남해안,35.2154,128.623975,35.215688,128.623716
2022,1차,마산 봉암,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,20220131,남해안,35.2154,128.623975,35.215688,128.623716
2022,1차,부산 해양대,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,부산,PL,PL_2_11,20220131,남해안,35.075482,129.091375,35.074851,129.090912
2022,1차,부산 해양대,국내기인,플라스틱류,비닐봉지,0,0,부산,PL,PL_2_31,20220131,남해안,35.075482,129.091375,35.074851,129.090912
2022,1차,부산 해양대,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",3,0.15,부산,PL,PL_2_32,20220131,남해안,35.075482,129.091375,35.074851,129.090912
2022,1차,부산 해양대,국내기인,플라스틱류,필름형 풍선,0,0,부산,PL,PL_2_33,20220131,남해안,35.075482,129.091375,35.074851,129.090912
2022,1차,부산 해양대,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",1,0.05,부산,PL,PL_2_25,20220131,남해안,35.075482,129.091375,35.074851,129.090912
2022,1차,부산 해양대,국내기인,플라스틱류,그물,0,0,부산,PL,PL_2_26,20220131,남해안,35.075482,129.091375,35.074851,129.090912
2022,1차,부산 해양대,국내기인,플라스틱류,낚싯줄,0,0,부산,PL,PL_2_27,20220131,남해안,35.075482,129.091375,35.074851,129.090912
2022,1차,부산 해양대,외국기인,플라스틱류,그물,0,0,부산,PL,PL_2_49,20220131,남해안,35.075482,129.091375,35.074851,129.090912
2022,1차,사천 아두도,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,20220131,남해안,34.901437,128.058667,34.901096,128.059412
2022,1차,사천 아두도,국내기인,플라스틱류,비닐봉지,0,0,경남,PL,PL_2_31,20220131,남해안,34.901437,128.058667,34.901096,128.059412
2022,1차,사천 아두도,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,경남,PL,PL_2_32,20220131,남해안,34.901437,128.058667,34.901096,128.059412
2022,1차,사천 아두도,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,20220131,남해안,34.901437,128.058667,34.901096,128.059412
2022,1차,사천 아두도,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",6,0.3,경남,PL,PL_2_25,20220131,남해안,34.901437,128.058667,34.901096,128.059412
2022,1차,사천 아두도,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,20220131,남해안,34.901437,128.058667,34.901096,128.059412
2022,1차,사천 아두도,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,20220131,남해안,34.901437,128.058667,34.901096,128.059412
2022,1차,사천 아두도,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,20220131,남해안,34.901437,128.058667,34.901096,128.059412
2022,1차,여수 반월,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,20220131,남해안,34.80759,127.556183,34.807212,127.556956
2022,1차,여수 반월,국내기인,플라스틱류,비닐봉지,0,0,전남,PL,PL_2_31,20220131,남해안,34.80759,127.556183,34.807212,127.556956
2022,1차,여수 반월,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,전남,PL,PL_2_32,20220131,남해안,34.80759,127.556183,34.807212,127.556956
2022,1차,여수 반월,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,20220131,남해안,34.80759,127.556183,34.807212,127.556956
2022,1차,여수 반월,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",4,0.2,전남,PL,PL_2_25,20220131,남해안,34.80759,127.556183,34.807212,127.556956
2022,1차,여수 반월,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,20220131,남해안,34.80759,127.556183,34.807212,127.556956
2022,1차,여수 반월,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,20220131,남해안,34.80759,127.556183,34.807212,127.556956
2022,1차,여수 반월,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,20220131,남해안,34.80759,127.556183,34.807212,127.556956
2022,1차,여수 백야도,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,20220131,남해안,34.611901,127.64179,34.612125,127.642624
2022,1차,여수 백야도,국내기인,플라스틱류,비닐봉지,0,0,전남,PL,PL_2_31,20220131,남해안,34.611901,127.64179,34.612125,127.642624
2022,1차,여수 백야도,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",1,0.05,전남,PL,PL_2_32,20220131,남해안,34.611901,127.64179,34.612125,127.642624
2022,1차,여수 백야도,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,20220131,남해안,34.611901,127.64179,34.612125,127.642624
2022,1차,여수 백야도,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",5,0.25,전남,PL,PL_2_25,20220131,남해안,34.611901,127.64179,34.612125,127.642624
2022,1차,여수 백야도,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,20220131,남해안,34.611901,127.64179,34.612125,127.642624
2022,1차,여수 백야도,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,20220131,남해안,34.611901,127.64179,34.612125,127.642624
2022,1차,여수 백야도,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,20220131,남해안,34.611901,127.64179,34.612125,127.642624
2022,1차,완도 신지도,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,20220131,남해안,34.328257,126.777491,34.32823,126.779133
2022,1차,완도 신지도,국내기인,플라스틱류,비닐봉지,5,0.25,전남,PL,PL_2_31,20220131,남해안,34.328257,126.777491,34.32823,126.779133
2022,1차,완도 신지도,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,전남,PL,PL_2_32,20220131,남해안,34.328257,126.777491,34.32823,126.779133
2022,1차,완도 신지도,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,20220131,남해안,34.328257,126.777491,34.32823,126.779133
2022,1차,완도 신지도,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",14,0.7,전남,PL,PL_2_25,20220131,남해안,34.328257,126.777491,34.32823,126.779133
2022,1차,완도 신지도,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,20220131,남해안,34.328257,126.777491,34.32823,126.779133
2022,1차,완도 신지도,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,20220131,남해안,34.328257,126.777491,34.32823,126.779133
2022,1차,완도 신지도,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,20220131,남해안,34.328257,126.777491,34.32823,126.779133
2022,1차,제주 김녕리,국내기인,플라스틱류,"통발, 장어통발용 미끼통",8,0.4,제주,PL,PL_2_11,20220131,남해안,33.565746,126.765561,33.565407,126.764416
2022,1차,제주 김녕리,국내기인,플라스틱류,비닐봉지,12,0.6,제주,PL,PL_2_31,20220131,남해안,33.565746,126.765561,33.565407,126.764416
2022,1차,제주 김녕리,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",5,0.25,제주,PL,PL_2_32,20220131,남해안,33.565746,126.765561,33.565407,126.764416
2022,1차,제주 김녕리,국내기인,플라스틱류,필름형 풍선,0,0,제주,PL,PL_2_33,20220131,남해안,33.565746,126.765561,33.565407,126.764416
2022,1차,제주 김녕리,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",16,0.8,제주,PL,PL_2_25,20220131,남해안,33.565746,126.765561,33.565407,126.764416
2022,1차,제주 김녕리,국내기인,플라스틱류,그물,0,0,제주,PL,PL_2_26,20220131,남해안,33.565746,126.765561,33.565407,126.764416
2022,1차,제주 김녕리,국내기인,플라스틱류,낚싯줄,0,0,제주,PL,PL_2_27,20220131,남해안,33.565746,126.765561,33.565407,126.764416
2022,1차,제주 김녕리,외국기인,플라스틱류,그물,0,0,제주,PL,PL_2_49,20220131,남해안,33.565746,126.765561,33.565407,126.764416
2022,1차,제주 사계리,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,제주,PL,PL_2_11,20220131,남해안,33.222112,126.296288,33.223216,126.297093
2022,1차,제주 사계리,국내기인,플라스틱류,비닐봉지,0,0,제주,PL,PL_2_31,20220131,남해안,33.222112,126.296288,33.223216,126.297093
2022,1차,제주 사계리,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,제주,PL,PL_2_32,20220131,남해안,33.222112,126.296288,33.223216,126.297093
2022,1차,제주 사계리,국내기인,플라스틱류,필름형 풍선,0,0,제주,PL,PL_2_33,20220131,남해안,33.222112,126.296288,33.223216,126.297093
2022,1차,제주 사계리,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",0,0,제주,PL,PL_2_25,20220131,남해안,33.222112,126.296288,33.223216,126.297093
2022,1차,제주 사계리,국내기인,플라스틱류,그물,0,0,제주,PL,PL_2_26,20220131,남해안,33.222112,126.296288,33.223216,126.297093
2022,1차,제주 사계리,국내기인,플라스틱류,낚싯줄,0,0,제주,PL,PL_2_27,20220131,남해안,33.222112,126.296288,33.223216,126.297093
2022,1차,제주 사계리,외국기인,플라스틱류,그물,0,0,제주,PL,PL_2_49,20220131,남해안,33.222112,126.296288,33.223216,126.297093
2022,1차,통영 망일봉,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,경남,PL,PL_2_11,20220131,남해안,34.844393,128.443972,34.843857,128.443373
2022,1차,통영 망일봉,국내기인,플라스틱류,비닐봉지,2,0.1,경남,PL,PL_2_31,20220131,남해안,34.844393,128.443972,34.843857,128.443373
2022,1차,통영 망일봉,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",3,0.15,경남,PL,PL_2_32,20220131,남해안,34.844393,128.443972,34.843857,128.443373
2022,1차,통영 망일봉,국내기인,플라스틱류,필름형 풍선,0,0,경남,PL,PL_2_33,20220131,남해안,34.844393,128.443972,34.843857,128.443373
2022,1차,통영 망일봉,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",43,2.15,경남,PL,PL_2_25,20220131,남해안,34.844393,128.443972,34.843857,128.443373
2022,1차,통영 망일봉,국내기인,플라스틱류,그물,0,0,경남,PL,PL_2_26,20220131,남해안,34.844393,128.443972,34.843857,128.443373
2022,1차,통영 망일봉,국내기인,플라스틱류,낚싯줄,0,0,경남,PL,PL_2_27,20220131,남해안,34.844393,128.443972,34.843857,128.443373
2022,1차,통영 망일봉,외국기인,플라스틱류,그물,0,0,경남,PL,PL_2_49,20220131,남해안,34.844393,128.443972,34.843857,128.443373
2022,1차,해남 묵동리,국내기인,플라스틱류,"통발, 장어통발용 미끼통",0,0,전남,PL,PL_2_11,20220131,남해안,34.353639,126.611089,34.352882,126.610013
2022,1차,해남 묵동리,국내기인,플라스틱류,비닐봉지,0,0,전남,PL,PL_2_31,20220131,남해안,34.353639,126.611089,34.352882,126.610013
2022,1차,해남 묵동리,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0,전남,PL,PL_2_32,20220131,남해안,34.353639,126.611089,34.352882,126.610013
2022,1차,해남 묵동리,국내기인,플라스틱류,필름형 풍선,0,0,전남,PL,PL_2_33,20220131,남해안,34.353639,126.611089,34.352882,126.610013
2022,1차,해남 묵동리,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",0,0,전남,PL,PL_2_25,20220131,남해안,34.353639,126.611089,34.352882,126.610013
2022,1차,해남 묵동리,국내기인,플라스틱류,그물,0,0,전남,PL,PL_2_26,20220131,남해안,34.353639,126.611089,34.352882,126.610013
2022,1차,해남 묵동리,국내기인,플라스틱류,낚싯줄,0,0,전남,PL,PL_2_27,20220131,남해안,34.353639,126.611089,34.352882,126.610013
2022,1차,해남 묵동리,외국기인,플라스틱류,그물,0,0,전남,PL,PL_2_49,20220131,남해안,34.353639,126.611089,34.352882,126.610013
